,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Watch time (hours),Streamers,Average channels
1455,Dementium II,0.09,0.02,0.0,0.01,0.12,5977.142857142857,23.857142857142858,0.0
1456,Dementium: The Ward,0.15,0.01,0.0,0.01,0.17,908.5,18.25,0.0
1457,DemiKids: Dark Version,0.02,0.01,0.0,0.0,0.02,743.0,8.857142857142858,0.0
1458,DemiKids: Light Version,0.02,0.01,0.0,0.0,0.02,286.8888888888889,3.111111111111111,0.0
1459,Demigod,0.0,0.02,0.0,0.0,0.02,848.7142857142857,21.714285714285715,0.0
1460,Demolition Racer,0.17,0.12,0.0,0.02,0.31,178.0,7.625,0.0
1461,Demon Attack,1.99,0.12,0.0,0.02,2.13,2.0,1.5,0.0
1462,Demon Gaze,0.06,0.03,0.08,0.02,0.2,685.5217391304348,10.347826086956522,0.0
1463,Demon's Souls,0.97,0.34,0.35,0.18,1.84,2078187.125,9676.5,9.75
1464,Denki Blocks!,0.03,0.01,0.0,0.0,0.04,18.5,2.0,0.0
1465,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,0.0,0.0,0.02,0.0,0.02,203.0,3.6666666666666665,0.0
1466,Deponia,0.0,0.13,0.0,0.03,0.15,93054.28571428572,1391.857142857143,0.1428571428571428
1467,Derby Jockey: Kishou e no Michi,0.0,0.0,0.07,0.0,0.07,3.0,1.0,0.0
1468,Derby Stallion,0.0,0.0,1.96,0.14,2.09,179819.2857142857,18.285714285714285,0.0
1469,Derby Stallion,0.0,0.0,0.09,0.0,0.09,179819.2857142857,18.285714285714285,0.0
1470,Derby Stallion 64,0.0,0.0,0.15,0.0,0.15,70.0,3.0,0.0
1471,Derby Stallion 96,0.0,0.0,1.04,0.01,1.05,120.5,3.0,0.0
1472,Derby Stallion 98,0.0,0.0,0.08,0.0,0.08,1.0,1.0,0.0
1473,Derby Stallion III,0.0,0.0,1.15,0.0,1.15,1738.25,1.75,0.0
1474,Descent,0.11,0.07,0.0,0.01,0.19,4987.285714285715,98.85714285714286,0.0
1475,Descent Maximum,0.05,0.04,0.0,0.01,0.1,247.8,4.0,0.0
1476,Desert Falcon,0.24,0.01,0.0,0.0,0.26,11.5,1.0,0.0
1477,Desire,0.0,0.0,0.14,0.0,0.14,1039.8333333333333,19.0,0.0
1478,Desktop Tower Defense,0.11,0.0,0.0,0.01,0.11,174.4,25.2,0.0
1479,Despicable Me: The Game,0.29000000000000004,0.24,0.0,0.08,0.6000000000000001,287.6666666666667,6.0,0.0
1480,Despicable Me: The Game - Minion Mayhem,0.42,0.09,0.0,0.04,0.54,291.0,2.0,0.0
1481,Destiny,6.59,4.12,0.28,1.62,12.61,13773694.777777778,75555.33333333333,194.55555555555557
1482,Destiny Links,0.0,0.0,0.01,0.0,0.01,26.0,4.8,0.0
1483,Destrega,0.04,0.03,0.0,0.0,0.07,2646.1666666666665,9.666666666666666,0.0
1484,Destroy All Humans!,1.12,0.14,0.0,0.15,1.4,42222.5,2269.8,0.6
1485,Destroy All Humans! 2,0.4,0.02,0.0,0.07,0.48,36914.28571428572,361.57142857142856,0.0
1486,Destroy All Humans! Big Willy Unleashed,0.13,0.0,0.0,0.01,0.14,154.5,6.25,0.0
1487,Destroy All Humans! Path of the Furon,0.08,0.04,0.0,0.01,0.13,249.83333333333331,11.0,0.0
1488,Destroy All Humans! Path of the Furon,0.0,0.08,0.0,0.01,0.09,249.83333333333331,11.0,0.0
1489,Destruction Derby,0.5,0.34,0.0,0.06,0.9,1307.375,25.875,0.0
1490,Destruction Derby 2,0.65,0.44,0.0,0.08,1.17,1925.7142857142856,24.714285714285715,0.0
1491,Destruction Derby 64,0.13,0.03,0.0,0.0,0.16,1864.2,8.6,0.0
1492,Destruction Derby Raw,0.08,0.05,0.0,0.01,0.14,174.85714285714286,10.142857142857142,0.0
1493,Detective Barbie: The Mystery Cruise,0.08,0.05,0.0,0.01,0.14,3375.5,23.5,0.0
1494,Deus Ex,0.0,0.01,0.0,0.0,0.01,269238.0,948.8333333333334,0.3333333333333333
1495,Deus Ex: Human Revolution,1.51,1.33,0.09000000000000001,0.44,3.3699999999999997,126849.14285714286,1543.571428571429,0.5714285714285714
1496,Deus Ex: Human Revolution,0.06,0.05,0.0,0.01,0.12,126849.14285714286,1543.571428571429,0.5714285714285714
1497,Deus Ex: Invisible War,0.25,0.07,0.0,0.01,0.33,25472.5,112.5,0.0
1498,Deus Ex: Mankind Divided,0.18,0.26,0.0,0.060000000000000005,0.5,529170.125,5628.75,2.5
1499,Deus Ex: The Conspiracy,0.1,0.08,0.0,0.03,0.21,103.6,4.8,0.0
1500,Devil Dice,0.05,0.03,1.1,0.08,1.26,1173.857142857143,15.714285714285714,0.0
1501,Devil Kings,0.03,0.03,0.18,0.01,0.25,1903.142857142857,15.857142857142858,0.0
1502,Devil May Cry,1.36,0.86,0.64,0.13,2.99,165455.14285714287,1151.0,0.2857142857142857
1503,Devil May Cry 2,0.71,0.58,0.51,0.17,1.97,35997.0,520.5,0.0
1504,Devil May Cry 3: Dante's Awakening,0.99,0.63,0.29,0.19,2.09,99283.0,911.7142857142856,0.4285714285714285
1505,Devil May Cry 4,1.38,0.8200000000000001,0.42000000000000004,0.35,2.98,32840.75,644.125,0.0
1506,Devil May Cry 4,0.01,0.0,0.08,0.0,0.09,32840.75,644.125,0.0
1507,Devil May Cry HD Collection,0.7,0.32,0.12,0.13,1.28,277011.2,4455.6,1.8
1508,Devil's Third,0.04,0.02,0.0,0.01,0.06,3530.285714285714,33.285714285714285,0.0
1509,Dewy's Adventure,0.14,0.0,0.01,0.01,0.16,104.33333333333331,3.8333333333333335,0.0
1510,DiRT 3,0.5,1.13,0.02,0.32,1.97,27036.571428571428,2561.1428571428573,0.1428571428571428
1511,DiRT Rally,0.06,0.35,0.0,0.060000000000000005,0.46,134865.14285714287,6525.714285714285,2.857142857142857
1512,DiRT Showdown,0.1,0.27,0.0,0.06,0.43,7337.571428571428,489.7142857142857,0.0
1513,Diablo,0.01,1.58,0.0,0.0,1.59,389250.8571428572,1506.142857142857,1.2857142857142858
1514,Diablo,0.29,0.19,0.07,0.04,0.58,389250.8571428572,1506.142857142857,1.2857142857142858
1515,Diablo II,0.01,0.09,0.0,0.02,0.13,1623247.0,2743.714285714286,6.428571428571429
1516,Diablo II: Lord of Destruction,1.03,0.02,0.0,0.0,1.06,4544588.5,6070.5,13.666666666666666
1517,Diablo III,2.43,2.15,0.0,0.62,5.2,13975017.0,64828.75,91.5
1518,Diablo III,1.6,1.27,0.15,0.47,3.5,13975017.0,64828.75,91.5
1519,Diablo III,0.84,1.12,0.06,0.35,2.38,13975017.0,64828.75,91.5
1520,Diary Girl,0.01,0.0,0.0,0.0,0.01,4.0,1.2,0.0
1521,Diddy Kong Racing,2.91,0.99,0.89,0.1,4.88,232532.5,834.375,0.125
1522,Diddy Kong Racing DS,1.1,0.04,0.0,0.1,1.24,526.8333333333334,8.5,0.0
1523,Die Hard Trilogy,0.85,0.58,0.0,0.1,1.54,7648.857142857143,62.142857142857146,0.0
1524,Die Hard Trilogy 2: Viva Las Vegas,0.27,0.18,0.0,0.03,0.49,198.57142857142856,7.0,0.0
1525,Die Hard: Vendetta,0.09,0.02,0.0,0.0,0.12,3822.3333333333335,11.333333333333334,0.0
1526,Dies Irae: Amantes Amentes,0.0,0.0,0.02,0.0,0.02,523.0,16.0,0.0
1527,Dig Dug,1.52,0.1,0.0,0.02,1.64,2136.0,253.42857142857144,0.0
1528,Dig Dug,0.0,0.0,0.41,0.0,0.41,2136.0,253.42857142857144,0.0
1529,Dig Dug: Digging Strike,0.05,0.0,0.0,0.0,0.06,63.0,7.0,0.0
1530,Digimon Adventure,0.0,0.0,0.1,0.0,0.1,8195.57142857143,75.57142857142857,0.0
1531,Digimon Adventure: Anode Tamer,0.0,0.0,0.28,0.0,0.28,10.666666666666666,1.3333333333333333,0.0
1532,Digimon All-Star Rumble,0.1,0.04,0.0,0.03,0.16,640.6,13.6,0.0
1533,Digimon Digital Card Battle,0.06,0.04,0.0,0.01,0.11,53313.57142857143,240.0,0.1428571428571428
1534,Digimon Racing,0.09,0.03,0.0,0.0,0.13,567.5,10.375,0.0
1535,Digimon Rumble Arena,0.01,0.01,0.0,0.0,0.02,2379.1666666666665,95.5,0.0
1536,Digimon Rumble Arena 2,0.09,0.05,0.0,0.01,0.15,2035.3333333333333,109.83333333333331,0.0
1537,Digimon Story: Cyber Sleuth,0.0,0.0,0.17,0.0,0.17,133111.57142857142,3089.714285714286,1.2857142857142858
1538,Digimon Story: Cyber Sleuth,0.0,0.09,0.0,0.02,0.11,133111.57142857142,3089.714285714286,1.2857142857142858
1539,Digimon Story: Lost Evolution,0.0,0.0,0.1,0.0,0.1,460.0,3.333333333333333,0.0
1540,Digimon World,0.56,0.38,0.28,0.08,1.3,145018.25,596.625,0.375
1541,Digimon World 2,0.23,0.16,0.16,0.04,0.58,52053.0,154.66666666666666,0.0
1542,Digimon World 4,0.17,0.09,0.0,0.02,0.27,6277.0,125.71428571428572,0.0
1543,Digimon World Championship,0.0,0.0,0.07,0.0,0.07,1027.857142857143,18.428571428571427,0.0
1544,Digimon World DS,0.1,0.0,0.0,0.01,0.11,4113.0,59.16666666666666,0.0
1545,Digimon World Re:Digitize,0.0,0.0,0.22,0.0,0.22,2066.428571428572,41.0,0.0
1546,Digimon World Re:Digitize Decode,0.0,0.0,0.09,0.0,0.09,6452.75,32.5,0.0
1547,Digimon World: Next Order,0.0,0.0,0.09,0.0,0.09,101889.66666666669,1622.6666666666667,1.3333333333333333
1548,Diner Dash: Flo on the Go,0.13,0.0,0.0,0.01,0.14,166.8,2.4,0.0
1549,Diner Dash: Sizzle & Serve,0.45,0.03,0.0,0.04,0.52,28.0,2.0,0.0
1550,Dino Crisis,0.81,0.76,0.7,0.14,2.41,128960.28571428572,773.8571428571429,0.1428571428571428
1551,Dino Crisis 2,0.34,0.49,0.28,0.1,1.21,71422.42857142857,488.2857142857143,0.0
1552,Dino Crisis 3,0.08,0.03,0.03,0.0,0.14,2961.1428571428573,17.571428571428573,0.0
1553,Dino Dini's Kick Off Revival,0.0,0.02,0.0,0.0,0.02,18418.0,3.0,0.0
1554,Dino Stalker,0.07,0.06,0.08,0.02,0.22,899.7142857142857,14.571428571428571,0.0
1555,Dinosaur King,0.2,0.0,0.0,0.02,0.23,184.0,9.166666666666666,0.0
1556,Dinotopia: The Sunstone Odyssey,0.01,0.0,0.0,0.0,0.01,108.66666666666669,1.6666666666666667,0.0
1557,Dinotopia: The Timestone Pirates,0.14,0.05,0.0,0.0,0.19,82.0,1.75,0.0
1558,Dirge of Cerberus: Final Fantasy VII,0.47,0.37,0.52,0.12,1.48,46017.833333333336,182.16666666666663,0.0
1559,Disaster Report,0.03,0.02,0.15,0.01,0.21,13153.142857142857,43.71428571428572,0.0
1560,Disaster: Day of Crisis,0.0,0.03,0.04,0.0,0.08,5960.142857142857,11.285714285714286,0.0
1561,Disciples III: Renaissance,0.0,0.01,0.0,0.0,0.02,392.0,17.6,0.0
1562,Discovery Kids: Parrot Pals,0.07,0.0,0.0,0.0,0.07,10.666666666666666,1.0,0.0
1563,Discovery Kids: Puppy Playtime,0.3,0.0,0.0,0.02,0.33,1017.0,69.0,0.0
1564,Discovery Kids: Spider Quest,0.07,0.0,0.0,0.01,0.08,11.0,2.0,0.0
1565,Discworld,0.04,0.02,0.0,0.0,0.06,31963.85714285714,66.14285714285714,0.0
1566,Discworld II: Mortality Bytes!,0.01,0.01,0.0,0.0,0.02,3600.1428571428573,23.142857142857142,0.0
1567,Disgaea 2: Cursed Memories,0.09,0.07,0.15,0.02,0.33,7193.285714285715,163.0,0.0
1568,Disgaea 2: Dark Hero Days,0.1,0.01,0.12,0.02,0.25,10937.285714285714,100.85714285714286,0.0
1569,Disgaea 3: Absence of Justice,0.32,0.04,0.11,0.04,0.51,4421.714285714285,18.0,0.0
1570,Disgaea 4: A Promise Unforgotten,0.27,0.11,0.14,0.06,0.58,5505.5,88.83333333333333,0.0
1571,Disgaea 4: A Promise Unforgotten,0.04,0.04,0.08,0.02,0.18,5505.5,88.83333333333333,0.0
1572,Disgaea 5: Alliance of Vengeance,0.1,0.08,0.06,0.04,0.27,140345.875,1366.0,0.875
1573,Disgaea D2: A Brighter Darkness,0.09,0.0,0.1,0.01,0.21,1645.428571428571,27.0,0.0
1574,Disgaea DS,0.11,0.02,0.05,0.01,0.19,10278.4,43.8,0.0
1575,Disgaea Infinite,0.07,0.0,0.01,0.01,0.08,91.33333333333331,11.666666666666666,0.0
1576,Disgaea: Afternoon of Darkness,0.15,0.01,0.04,0.02,0.23,7261.5,178.33333333333334,0.0
1577,Disgaea: Hour of Darkness,0.16,0.13,0.0,0.04,0.33,24947.714285714286,416.57142857142856,0.0
1578,Dishonored,2.04,1.25,0.05,0.45,3.79,649574.0,9935.0,5.0
1579,Dishonored,0.19,0.22999999999999998,0.02,0.06999999999999999,0.51,649574.0,9935.0,5.0
1580,Disney Art Academy,0.01,0.01,0.07,0.0,0.09,2720.4,4.0,0.0
1581,Disney Fairies: Tinker Bell,0.86,0.52,0.01,0.15,1.54,81.0,2.0,0.0
1582,Disney Fairies: Tinker Bell and the Great Fairy Rescue,0.18,0.14,0.0,0.03,0.35,2.0,1.0,0.0
1583,Disney Fairies: Tinker Bell and the Lost Treasure,0.57,0.35,0.02,0.1,1.04,8.0,0.0,0.0
1584,Disney Friends,0.13,0.04,0.0,0.01,0.18,7.25,1.0,0.0
1585,Disney Golf,0.07,0.06,0.02,0.02,0.17,107.5,3.625,0.0
1586,Disney Infinity,3.13,1.48,0.0,0.5,5.12,801.1111111111111,45.55555555555556,0.0
1587,Disney Infinity 2.0: Marvel Super Heroes,1.94,1.4100000000000001,0.0,0.46,3.81,452.0,18.5,0.0
1588,Disney Infinity 2.0: Marvel Super Heroes,0.0,0.11,0.0,0.03,0.14,452.0,18.5,0.0
1589,Disney Infinity 3.0,0.92,1.13,0.0,0.3,2.34,8808.25,487.875,0.0
1590,Disney Magical World,0.16,0.2,0.53,0.03,0.92,418.6666666666667,13.666666666666666,0.0
1591,Disney Princess,1.04,0.37,0.0,0.06,1.47,1328.0,9.571428571428571,0.0
1592,Disney Princess: Enchanted Journey,1.35,0.13,0.0,0.12,1.6099999999999999,1444.6,59.2,0.0
1593,Disney Princess: Magical Jewels,1.15,0.2,0.0,0.12,1.47,2.0,1.0,0.0
1594,Disney Sing It,1.6800000000000002,0.58,0.0,0.25,2.51,33.666666666666664,2.5,0.0
1595,Disney Sing It! High School Musical 3: Senior Year,0.49,0.51,0.0,0.45,1.45,6.25,1.5,0.0
1596,Disney Sing It! High School Musical 3: Senior Year,0.09,0.0,0.0,0.01,0.1,6.25,1.5,0.0
1597,Disney Sing It: Family Hits,0.5,0.22,0.0,0.07,0.78,373.0,1.0,0.0
1598,Disney Sing It: Party Hits,0.6,0.12,0.0,0.060000000000000005,0.77,19.2,1.2,0.0
1599,Disney Sing It: Pop Hits,1.35,0.35000000000000003,0.0,0.38,2.09,24.0,2.0,0.0
1600,Disney Sports Basketball,0.01,0.0,0.0,0.0,0.02,2484.0,6.333333333333333,0.0
1601,Disney Sports Football,0.02,0.01,0.0,0.0,0.04,2.0,0.0,0.0
1602,Disney Sports Skateboarding,0.1,0.03,0.0,0.0,0.13,88.0,3.571428571428572,0.0
1603,Disney Sports Soccer,0.05,0.02,0.0,0.0,0.06,129.6,3.2,0.0
1604,Disney Stitch Jam,0.08,0.0,0.16,0.0,0.24,16.0,1.0,0.0
1605,Disney Universe,1.34,0.6799999999999999,0.0,0.24,2.27,469.0,37.0,0.0
1606,Disney's 102 Dalmatians: Puppies to the Rescue,0.34,0.23,0.0,0.04,0.62,10218.142857142857,68.14285714285714,0.0
1607,Disney's A Christmas Carol,0.22,0.01,0.0,0.02,0.25,275.5,1.5,0.0
1608,Disney's Aladdin,0.94,0.34,0.21,0.27,1.75,89853.125,512.0,0.0
1609,Disney's Aladdin,0.02,0.01,0.0,0.0,0.03,89853.125,512.0,0.0
1610,Disney's Aladdin in Nasira's Revenge,0.05,0.04,0.0,0.01,0.09,10127.857142857143,29.714285714285715,0.0
1611,Disney's Atlantis: The Lost Empire,0.19,0.1,0.0,0.01,0.29000000000000004,2828.8571428571427,27.571428571428573,0.0
1612,Disney's Brother Bear,0.28,0.1,0.0,0.01,0.39,1932.125,13.0,0.0
1613,Disney's Chicken Little,1.13,0.51,0.0,0.09999999999999999,1.76,17456.14285714286,89.71428571428571,0.0
1614,Disney's Donald Duck Advance,0.05,0.02,0.0,0.0,0.07,49.0,2.75,0.0
1615,Disney's Donald Duck: Goin' Quackers,0.2,0.11,0.0,0.02,0.33,21590.5,190.5,0.0
1616,Disney's Donald Duck: Goin' Quackers,0.03,0.01,0.0,0.0,0.04,21590.5,190.5,0.0
1617,Disney's DuckTales,0.82,0.23,0.35,0.03,1.43,254.0,15.0,0.0
1618,Disney's DuckTales,0.91,0.3,0.42,0.04,1.67,254.0,15.0,0.0
1619,Disney's Extreme Skate Adventure,0.53,0.24,0.0,0.05,0.8300000000000001,11969.714285714286,67.42857142857143,0.0
1620,Disney's Home on the Range,0.12,0.04,0.0,0.0,0.17,14.0,1.0,0.0
1621,Disney's Kim Possible 2: Drakken's Demise,0.47,0.17,0.0,0.01,0.66,1250.8,4.4,0.0
1622,Disney's Kim Possible 3: Team Possible,0.33,0.12,0.0,0.01,0.46,120.0,3.0,0.0
1623,Disney's Kim Possible: Kimmunicator,0.11,0.01,0.0,0.01,0.13,127.0,3.0,0.0
1624,Disney's Kim Possible: Revenge of Monkey Fist,0.37,0.14,0.0,0.01,0.51,11.6,2.0,0.0
1625,Disney's Lilo & Stitch,0.77,0.29,0.0,0.02,1.08,521.6666666666666,14.166666666666666,0.0
1626,Disney's Magical Mirror Starring Mickey Mouse,0.15,0.04,0.0,0.01,0.19,1134.2,14.8,0.0
1627,Disney's PK: Out of the Shadows,0.1,0.060000000000000005,0.0,0.02,0.16999999999999998,417.77777777777777,15.11111111111111,0.0
1628,Disney's Party,0.04,0.01,0.0,0.0,0.05,505.0,6.428571428571429,0.0
1629,Disney's Party,0.05,0.02,0.0,0.0,0.07,505.0,6.428571428571429,0.0
1630,Disney's Stitch: Experiment 626,0.15,0.12,0.0,0.04,0.31,129.125,9.875,0.0
1631,Disney's Story Studio: Disney's Mulan,0.09,0.06,0.0,0.01,0.15,45.0,4.0,0.0
1632,Disney's Tarzan,0.16,0.04,0.0,0.0,0.2,4212.142857142857,90.14285714285714,0.0
1633,Disney's Tarzan: Return to the Jungle,0.25,0.09,0.0,0.01,0.35,39.0,3.5,0.0
1634,Disney's The Haunted Mansion,0.33,0.18000000000000002,0.0,0.05,0.55,1527.2857142857142,33.0,0.0
1635,Disney's The Jungle Book,0.07,0.03,0.0,0.0,0.1,1926.0,39.5,0.0
1636,Disney's The Lion King: Simba's Mighty Adventure,0.08,0.06,0.0,0.01,0.15,1138.8333333333333,22.5,0.0
1637,Disney's The Little Mermaid: Ariel's Undersea Adventure,0.73,0.03,0.0,0.06,0.81,7.333333333333333,0.3333333333333333,0.0
1638,Disney's Treasure Planet,0.36,0.2,0.0,0.05,0.6100000000000001,2144.428571428572,21.571428571428573,0.0
1639,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,0.2,0.09,0.0,0.02,0.33,751.7142857142857,14.142857142857142,0.0
1640,Disruptor,0.07,0.05,0.0,0.01,0.13,1521.2857142857142,9.571428571428571,0.0
1641,Dissidia 012: Duodecim Final Fantasy,0.21,0.13,0.46,0.08,0.89,11845.25,230.125,0.0
1642,Divinity II: Ego Draconis,0.19,0.09,0.0,0.03,0.32,12570.42857142857,153.57142857142858,0.0
1643,Divinity II: Flames of Vengeance,0.0,0.02,0.0,0.01,0.03,752.0,26.2,0.0
1644,Divinity II: The Dragon Knight Saga,0.11,0.02,0.0,0.01,0.14,4474.6,58.8,0.0
1645,Divinity: Original Sin,0.0,0.02,0.0,0.0,0.02,307000.28571428574,3686.714285714286,3.142857142857143
1646,Divinity: Original Sin,0.13,0.13999999999999999,0.02,0.05,0.34,307000.28571428574,3686.714285714286,3.142857142857143
1647,DmC: Devil May Cry,0.5,0.41000000000000003,0.2,0.16,1.26,138955.14285714287,3046.428571428572,1.0
1648,DmC: Devil May Cry,0.2,0.17,0.0,0.060000000000000005,0.43,138955.14285714287,3046.428571428572,1.0
1649,DoDonPachi Resurrection,0.0,0.05,0.0,0.01,0.05,3004.1428571428573,128.0,0.0
1650,DoDonPachi Saidaioujou,0.0,0.0,0.01,0.0,0.01,21330.5,20.666666666666668,0.0
1651,Doctor Lautrec and the Forgotten Knights,0.07,0.05,0.03,0.01,0.16,5.0,1.0,0.0
1652,Doctor Who: Evacuation Earth,0.0,0.14,0.0,0.02,0.16,7.0,1.0,0.0
1653,Doctor Who: Return to Earth,0.0,0.16,0.0,0.02,0.19,55.5,3.0,0.0
1654,Dog's Life,0.21,0.16,0.0,0.05,0.42,50649.333333333336,96.33333333333331,0.0
1655,Dogz,0.45,0.17,0.0,0.01,0.63,5611.25,18.375,0.0
1656,Dogz,0.51,0.02,0.0,0.04,0.57,5611.25,18.375,0.0
1657,Dokapon Journey,0.05,0.0,0.0,0.0,0.05,5695.625,4.625,0.0
1658,Dokapon Kingdom,0.05,0.04,0.02,0.01,0.11,50144.28571428572,225.42857142857144,0.0
1659,Dokapon Kingdom,0.12,0.0,0.0,0.01,0.13,50144.28571428572,225.42857142857144,0.0
1660,Doki Majo Plus,0.0,0.0,0.02,0.0,0.02,9.333333333333334,2.6666666666666665,0.0
1661,Doki Oki,0.0,0.0,0.02,0.0,0.03,6.0,1.0,0.0
1662,Doki-Doki Universe,0.01,0.04,0.0,0.01,0.06,279.0,37.16666666666666,0.0
1663,Doko Demo Issyo,0.0,0.0,1.0,0.07,1.07,153.5,3.5,0.0
1664,Dokuro,0.0,0.0,0.01,0.0,0.01,113.33333333333331,6.0,0.0
1665,Dollar Dash,1.3,0.23,0.0,0.07,1.6,5.8,2.2,0.0
1666,Dolphin,0.27,0.02,0.0,0.0,0.29,942.6,97.2,0.0
1667,Domino Rally,0.05,0.0,0.0,0.0,0.05,19.83333333333333,2.6666666666666665,0.0
1668,Don Bradman Cricket 14,0.0,0.03,0.0,0.0,0.03,1817.5,76.66666666666667,0.0
1669,Don Bradman Cricket 14,0.01,0.13,0.0,0.02,0.16,1817.5,76.66666666666667,0.0
1670,Don King Presents: Prizefighter,0.14,0.08,0.0,0.02,0.25,218.0,1.0,0.0
1671,Donkey Kong,1.36,0.08,0.0,0.02,1.46,54108.875,438.75,0.0
1672,Donkey Kong,0.23,0.05,0.84,0.01,1.13,54108.875,438.75,0.0
1673,Donkey Kong,1.57,0.62,0.55,0.34,3.07,54108.875,438.75,0.0
1674,Donkey Kong 64,3.33,0.79,1.09,0.06,5.27,571164.5,1359.3333333333333,1.5
1675,Donkey Kong Barrel Blast,0.2,0.26,0.11,0.06,0.64,697.125,7.625,0.0
1676,Donkey Kong Classics,0.59,0.14,0.81,0.02,1.56,1071.6666666666667,25.666666666666668,0.0
1677,Donkey Kong Country,4.36,1.71,3.0,0.23,9.3,429737.2222222223,2961.777777777778,1.0
1678,Donkey Kong Country,1.04,0.72,0.3,0.13,2.19,429737.2222222223,2961.777777777778,1.0
1679,Donkey Kong Country,1.2,0.48,0.29,0.07,2.04,429737.2222222223,2961.777777777778,1.0
1680,Donkey Kong Country 2,0.79,0.27,0.12,0.04,1.23,69575.0,443.0,0.0
1681,Donkey Kong Country 2: Diddy's Kong Quest,2.1,0.74,2.2,0.11,5.15,588962.8333333334,2367.833333333333,1.5
1682,Donkey Kong Country 3: Dixie Kong's Double Trouble!,1.17,0.5,1.75,0.08,3.51,224635.14285714287,1109.142857142857,0.4285714285714285
1683,Donkey Kong Country Returns,3.25,1.84,1.03,0.47,6.59,50754.71428571428,369.8571428571428,0.0
1684,Donkey Kong Country Returns,0.73,0.62,0.4,0.12,1.87,50754.71428571428,369.8571428571428,0.0
1685,Donkey Kong Country: Tropical Freeze,0.73,0.52,0.15,0.12,1.52,412957.125,1214.125,0.375
1686,Donkey Kong Jungle Beat,0.84,0.22,0.24,0.04,1.34,10704.0,88.875,0.0
1687,Donkey Kong Jungle Beat,0.0,0.01,0.0,0.0,0.01,10704.0,88.875,0.0
1688,Donkey Kong Junior,0.9,0.05,0.0,0.01,0.97,949.5714285714286,35.714285714285715,0.0
1689,Donkey Kong Land,1.97,0.76,1.07,0.11,3.91,1923.3333333333333,35.5,0.0
1690,Donkey Konga,0.5,0.16,0.46,0.03,1.15,4739.428571428572,59.71428571428572,0.0
1691,Donkey Konga 2,0.3,0.08,0.0,0.01,0.39,3934.428571428572,25.571428571428573,0.0
1692,Dood's Big Adventure,0.22,0.01,0.0,0.02,0.25,102.75,0.5,0.0
1693,Doodle Hex,0.0,0.03,0.0,0.0,0.03,11.0,1.0,0.0
1694,Doom 3: Resurrection of Evil,0.53,0.15,0.0,0.03,0.71,10604.4,173.2,0.0
1695,Dora the Explorer: Dora Saves the Mermaids,0.97,0.01,0.0,0.08,1.06,182.8,2.4,0.0
1696,Dora the Explorer: Dora Saves the Mermaids,0.06,0.05,0.0,0.02,0.12,182.8,2.4,0.0
1697,Dora the Explorer: Journey to the Purple Planet,0.21,0.11,0.0,0.03,0.36,20419.666666666668,34.333333333333336,0.0
1698,Dora the Explorer: Super Spies,0.44,0.16,0.0,0.01,0.61,6248.0,5.833333333333333,0.0
1699,Dora the Explorer: Super Star Adventures,0.17,0.06,0.0,0.0,0.24,68.5,5.0,0.0
1700,Dora the Explorer: The Search for Pirate Pig's Treasure,0.19,0.07,0.0,0.0,0.26,1279.8333333333333,7.0,0.0
1701,Dora's Big Birthday Adventure,0.2,0.03,0.0,0.02,0.24,865.5,1.0,0.0
1702,Doraemon,0.0,0.0,1.15,0.0,1.15,19207.285714285717,23.285714285714285,0.0
1703,Doraemon Wii: Himitsu Douguou Ketteisen!,0.0,0.0,0.01,0.0,0.01,7.0,1.0,0.0
1704,Doshin the Giant,0.0,0.0,0.14,0.0,0.14,1015.1111111111112,21.33333333333333,0.0
1705,Double Dragon,0.45,0.02,0.0,0.01,0.47,15576.285714285714,267.7142857142857,0.0
1706,Double Dragon Advance,0.03,0.01,0.0,0.0,0.05,356.1428571428572,11.571428571428571,0.0
1707,Doubutsu no Mori,0.0,0.0,0.26,0.05,0.31,2165.5,37.5,0.0
1708,Doukyuusei 2,0.0,0.0,0.13,0.0,0.13,54.833333333333336,2.1666666666666665,0.0
1709,Downforce,0.03,0.02,0.0,0.01,0.05,106.16666666666669,2.5,0.0
1710,Downhill Domination,0.23,0.18,0.0,0.06,0.47,1949.142857142857,105.42857142857144,0.0
1711,Dr. Mario,2.18,0.96,2.0,0.2,5.34,44710.142857142855,381.0,0.0
1712,Dr. Mario,2.62,0.6,1.52,0.1,4.85,44710.142857142855,381.0,0.0
1713,Dr. Mario 64,0.34,0.07,0.0,0.0,0.42,6215.857142857143,89.28571428571429,0.0
1714,Dr. Muto,0.14,0.08,0.0,0.02,0.25,474.7142857142857,13.428571428571429,0.0
1715,Draglade,0.09,0.0,0.0,0.01,0.1,8.2,1.4,0.0
1716,Dragon Age II,1.35,0.9,0.060000000000000005,0.3,2.6,157604.16666666666,1081.1666666666667,1.1666666666666667
1717,Dragon Age: Inquisition,2.2,1.87,0.13,0.61,4.8100000000000005,649160.1428571428,12165.42857142857,12.142857142857142
1718,Dragon Age: Origins,2.7199999999999998,1.46,0.11,0.5,4.77,651790.1428571428,5181.142857142857,6.142857142857143
1719,Dragon Ball GT: Final Bout,0.02,0.02,0.22,0.02,0.27,6007.142857142857,42.57142857142857,0.0
