Game,Watch time (hours),Streamers,Average channels
Angry Birds Fight!,13.0,2.0,0.0
Angry Birds Friends,6185.714285714285,41.857142857142854,0.0
Angry Birds Go!,61.0,5.6,0.0
Angry Birds Journey,2169.0,68.0,0.0
Angry Birds Match,5.0,1.0,0.0
Angry Birds Reloaded,11225.0,52.0,0.0
Angry Birds Rio,934.0,11.857142857142858,0.0
Angry Birds Seasons,705.75,10.0,0.0
Angry Birds Space,2618.2,18.4,0.0
Angry Birds Space HD,4.0,0.0,0.0
Angry Birds Star Wars,244.0,45.166666666666664,0.0
Angry Birds Star Wars II,2443.6666666666665,15.666666666666666,0.0
Angry Birds Transformers,49.333333333333336,20.5,0.0
Angry Birds Trilogy,486.5,7.0,0.0
Angry Birds VR: Isle of Pigs,1635.6666666666667,60.333333333333336,0.0
Angry Birds: POP!,3.5,0.5,0.0
Angry Bunnies: Colossal Carrot Crusade,23.0,3.0,0.0
Angry Bunny,20.0,3.0,0.0
Angry Bunny 2: Lost hole,14.0,2.0,0.0
Angry Business Man,2.0,1.0,0.0
Angry Dad,22701.0,25.0,0.0
Angry Fish,2.25,0.25,0.0
Angry Fish: Deep Sea,4.0,1.0,0.0
Angry Giant,533.0,1.0,0.0
Angry Golf,178.33333333333334,1.3333333333333333,0.0
Angry Granny 2-Angry Neighbor,108.0,4.0,0.0
Angry Punisher,1255.0,2.0,0.0
Angry Putin,601.0,9.0,0.0
Angry Space Bees,5.0,2.0,0.0
Angry Squirrel,19.0,3.0,0.0
Angry Troll Simulator 2018,682.0,2.0,0.0
Angry Video Game Nerd Adventures,11573.285714285714,190.28571428571428,0.0
Angry Video Game Nerd Adventures 2: ASSimilation,5360.571428571428,72.71428571428571,0.0
Angry Video Game Nerd I & II Deluxe,9302.0,354.0,0.0
Angry food,122.33333333333333,6.666666666666667,0.0
Angrymals,2169.0,18.0,0.0
Angst: Rahz's Revenge,11955.75,1.25,0.0
Angstrage,3.0,1.0,0.0
Anguna: Scourge of the Goblin King,219.0,3.0,0.0
Angvik,268877.0,1035.0,0.0
Angy,113.0,2.0,0.0
AniMates,11.25,1.5,0.0
Anicon - Animal Complex - Sheep's Path,76.0,1.0,0.0
"Aniki No Yome-san nara, Ore ni Hamerarete Hiihii Itteru Tokoro Da yo",10.0,1.0,0.0
AnimA ARPG,984.0,66.0,0.0
AnimAction,1963.0,26.5,0.0
Anima,2182.5,78.0,0.0
Anima - Gate of Memories,680.1666666666666,72.5,0.0
Anima: Ark of Sinners,10.5,2.5,0.0
Anima: Gate of Memories,2082.6666666666665,93.33333333333333,0.0
Anima: Gate of Memories - The Nameless Chronicles,4677.6,23.4,0.0
Anima: The Reign of Darkness,4706.0,113.0,0.0
Animal,31086.0,172.66666666666666,2.0
Animal Babysister Fighter,13062.0,7.0,0.0
Animal Breeder,396.0,1.75,0.0
Animal Breeder 2,16.5,1.0,0.0
Animal Breeder 3,22.0,2.0,0.0
Animal Breeder 4,3.0,1.0,0.0
Animal City,4.0,0.0,0.0
Animal Color Cross,210.0,5.0,0.0
Animal Crossing,112290.28571428571,1751.4285714285713,0.42857142857142855
Animal Crossing Calculator,116.25,2.25,0.0
Animal Crossing Clock,29.0,4.0,0.0
Animal Crossing Plaza,38.75,2.25,0.0
Animal Crossing: City Folk,50552.857142857145,279.57142857142856,0.0
Animal Crossing: Happy Home Designer,17781.0,134.85714285714286,0.0
Animal Crossing: New Horizons,18504526.0,38826.333333333336,78.33333333333333
Animal Crossing: New Leaf,273412.5714285714,744.5714285714286,0.7142857142857143
Animal Crossing: Pocket Camp,15890.285714285714,397.42857142857144,0.0
Animal Crossing: Wild World,9776.0,193.28571428571428,0.0
Animal Crossing: amiibo Festival,10374.57142857143,71.28571428571429,0.0
Animal Crush,2.0,1.0,0.0
Animal Day Story,961.0,3.0,0.0
Animal Doctor,2480.5,22.0,0.0
Animal Fight Club,1206.0,25.5,0.0
Animal Force,26.0,4.0,0.0
Animal Friends Adventure,4.0,1.0,0.0
Animal Genius,2.0,1.0,0.0
Animal Gods,94.0,2.6666666666666665,0.0
Animal Hospital,16.0,1.0,0.0
Animal Inspector,180.5,7.5,0.0
Animal Jam,27501.14285714286,362.0,0.0
Animal Jam: Play Wild!,1051.5,149.5,0.0
Animal Kingdom: Wildlife Expedition,13.5,1.5,0.0
Animal Land Satsujin Jiken,8.0,1.0,0.0
Animal Lover,1641.0,13.5,0.0
Animal Paradise,3.0,1.0,0.0
Animal Paradise Wild,1.0,0.0,0.0
Animal Planet: Emergency Vets,31.0,2.0,0.0
Animal Planet: Vet Collection,174.0,1.0,0.0
Animal Planet: Vet Life,125.33333333333333,1.3333333333333333,0.0
Animal Puzzle Adventure,12.0,1.5,0.0
Animal Quest,20.0,2.0,0.0
Animal Rescue,220.0,2.0,0.0
Animal Rescuer,1375.0,15.333333333333334,0.0
Animal Restaurant,625.0,86.0,0.0
Animal Revolt Battle Simulator,156504.5,277.0,0.0
Animal Rivals,10.0,1.0,0.0
Animal Seasons,218.5,2.0,0.0
Animal Shelter Simulator,332400.0,1916.0,0.5
Animal Simulator,1486.0,8.0,0.0
Animal Snap: Rescue Them 2 By 2,109.0,1.0,0.0
Animal Soccer World,143.25,5.0,0.0
Animal Super Squad,57079.833333333336,155.33333333333334,0.0
Animal Village,260.0,10.0,0.0
Animal Warfare Battle Simulator,49634.0,12.0,0.0
Animalia,1057.0,5.0,0.0
Animalia Education: Family,41.0,6.0,0.0
Animalia Survival,61420.5,315.5,0.0
Animalia Vengeance,59.0,1.0,0.0
Animalistic,2848.0,33.0,0.0
Animallica,6978.166666666667,75.0,0.0
Animals,4308.0,80.0,0.0
Animals Collision,5995.0,53.0,0.0
Animals Fight,2860.0,2.0,0.0
Animals Memory: Birds,3914.5,3.0,0.0
Animals Memory: Cats,1.0,0.0,0.0
Animals Memory: Dogs,30.5,3.5,0.0
Animals Memory: Insect,29.666666666666668,1.3333333333333333,0.0
Animals Memory: Underwater Kingdom,3.0,1.0,0.0
Animals of Africa,54.0,3.4,0.0
Animals of Australia,53.0,4.0,0.0
Animals of the World,3924.0,48.0,0.0
"Animals, Aquariums, and Zoos",12430956.5,14151.5,106.5
Animaniacs,56872.625,57.0,0.0
Animaniacs Game Pack,44.0,1.1666666666666667,0.0
Animaniacs Splat Ball,3.0,1.0,0.0
"Animaniacs: Lights, Camera, Action!",19.0,1.75,0.0
Animaniacs: Ten Pin Alley,7.666666666666667,1.0,0.0
Animaniacs: The Great Edgar Hunt,842.1666666666666,12.166666666666666,0.0
Animastar,10.5,1.5,0.0
Animatch,156.0,15.0,0.0
Animated Jigsaws: Beautiful Japanese Scenery,56.0,1.0,0.0
Animated Jigsaws: Japanese Women,4.5,1.5,0.0
Animated Puzzles Star,167.0,3.0,0.0
Animation Hangman,2.0,0.0,0.0
Animation Studio Manager,616.5,55.5,0.0
Animation Throwdown: The Quest for Cards,8339.166666666666,293.6666666666667,0.0
Animators Hell,1662.0,64.5,0.0
Anime,2518045.0,1500.0,0.0
Anime & Manga Color by Number: Sandbox Pixel Art,1992.5,83.5,0.0
Anime Artist 2: Lovely Danya,15.0,1.0,0.0
Anime Bowling Babes,18.0,1.0,0.0
Anime Bubble Pop,1791.5,15.5,0.0
Anime Cards,370.0,5.0,0.0
Anime Catgirl Runner,173.0,10.0,0.0
Anime Designer: Dragon Ball Z,82.83333333333333,11.5,0.0
Anime Dream Girl,2.0,0.0,0.0
Anime Dress Up,862.0,44.0,0.0
Anime Fight in the Arena of Death,5.0,1.0,0.0
Anime Freak FX Vol. 1,229.0,18.333333333333332,0.0
Anime Freak FX Vol. 2,53.4,1.4,0.0
Anime Freak FX Vol. 3,263.2,4.4,0.0
Anime Freak FX Vol. 4,6.0,1.5,0.0
Anime Freak FX Vol. 5,5.666666666666667,1.0,0.0
Anime Freak FX Vol. 6,50.666666666666664,3.3333333333333335,0.0
Anime Girl or Boy?,251.5,14.0,0.0
Anime Girls VR,1998.888888888889,38.55555555555556,0.0
Anime Land,801047.875,1092.5,1.375
Anime Melee,220.5,23.5,0.0
Anime Music Quiz,63003.0,606.6,0.4
Anime PuzzleZzz,22088.0,11.0,0.0
Anime Slot Revolution: Pachi-Slot Kidou Senshi Gundam II - Ai Senshi-hen,155.0,4.0,0.0
Anime Squad,931.0,84.0,0.0
Anime Street Fight,210.0,10.0,0.0
Anime Studio Simulator,142581.85714285713,95.14285714285714,0.14285714285714285
Anime Studio Story,3807.1428571428573,67.85714285714286,0.0
Anime Studio Tycoon,438.0,37.0,0.0
Anime Vampire Slayer,213.0,10.0,0.0
Anime War: Modern Campaign,93.0,18.0,0.0
Anime Wave Simulator,47.333333333333336,5.666666666666667,0.0
Anime Workshop,1500.6666666666667,44.666666666666664,0.0
Anime fashion show,265.0,21.0,0.0
Anime girl or Bottle?,310.6666666666667,2.6666666666666665,0.0
Animelee,5474.6,13.6,0.0
Animetic Story Game 1: Cardcaptor Sakura,543.0,17.0,0.0
Animorphs,25825.285714285714,16.428571428571427,0.0
Animorphs: Know the Secret,967.8,2.4,0.0
Animorphs: Shattered Reality,31272.625,12.125,0.0
Animus: Revenant,3589.0,9.0,0.0
Animus: Stand Alone,6588.75,27.75,0.0
Animyst,1183.0,26.0,0.0
Anito: Defend A Land Enraged,16.333333333333332,0.3333333333333333,0.0
Anka,30.0,1.0,0.0
Ankh,640.5714285714286,7.428571428571429,0.0
Ankh 2: Heart of Osiris,375.5,7.0,0.0
Ankh 3: Battle of the Gods,215.5,5.5,0.0
Ankh: Anniversary Edition,713.0,12.0,0.0
Ankh: Battle of the Gods,558.25,3.75,0.0
Ankh: Curse of the Scarab King,72.5,2.5,0.0
Ankh: Heart of Osiris,543.3333333333334,4.666666666666667,0.0
Ankh: The Tales of Mystery,2.0,0.0,0.0
Anki Overdrive,3.0,0.0,0.0
Ankoku Densetsu,163.0,3.0,0.0
Ankoku Shinwa: Yamato Takeru Densetsu,147.0,1.5,0.0
Ankora: Lost Days,1097.0,31.666666666666668,0.0
Ann,31004.5,763.5,0.0
Ann Achronist: Many Happy Returns,20.0,2.0,0.0
Anna,8738.125,86.875,0.0
Anna Kournikova's Smash Court Tennis,24.6,1.6,0.0
Anna's Gram,43.142857142857146,2.142857142857143,0.0
Anna's Quest,11617.42857142857,153.85714285714286,0.0
Anna: Extended Edition,1449.5,50.5,0.0
Annabel,30.666666666666668,2.6666666666666665,0.0
Annals of Rome,301.0,2.0,0.0
Annalynn,4014.0,50.5,0.0
Anne Frank House VR,52.333333333333336,3.3333333333333335,0.0
Anne's Doll Studio: Lolita Collection,1.0,1.0,0.0
Annelids,187.0,21.0,0.0
Annie Amber,3.0,1.0,0.0
Annie and the Art Gallery,1051.0,86.0,0.0
Annihilator,50.0,3.0,0.0
Anniversary Collection: Arcade Classics,195.0,5.0,0.0
Anniversary Edition,695.0,7.0,0.0
Anno 1404,57434.0,524.0,0.1
Anno 1404: History Edition,12088.75,319.5,0.0
Anno 1503,421.6,12.6,0.0
Anno 1503: History Edition,1033.0,31.0,0.0
Anno 1503: Königs-Edition,997.0,33.6,0.0
Anno 1602: Creation of a New World,1148.857142857143,27.142857142857142,0.0
Anno 1602: Erschaffung einer neuen Welt - Im Namen des Königs,346.8,12.2,0.0
"Anno 1602: Erschaffung einer neuen Welt - Neue Inseln, Neue Abenteuer",2012.3333333333333,25.166666666666668,0.0
Anno 1602: History Edition,7956.5,65.5,0.0
Anno 1701,2043.857142857143,67.28571428571429,0.0
Anno 1701: Dawn of Discovery,1657.4,55.0,0.0
Anno 1701: History Edition,2268.5,71.0,0.0
Anno 1800,2381397.8333333335,5189.333333333333,7.166666666666667
Anno 2070,20488.571428571428,551.7142857142857,0.0
Anno 2205,23964.571428571428,639.7142857142857,0.0
Anno History Collection,106.0,5.0,0.0
Anno Online,377.0,30.0,0.0
Anno: Create A New World,40.25,2.5,0.0
Anno: Dawn of Discovery: The Harbor.,415.3333333333333,8.0,0.0
Anno: Mutantionem,3.0,1.0,0.0
Annotation of Love,13.0,2.0,0.0
Annoying Orange: Splatter Up!,20.0,1.0,0.0
Annual,34.0,3.0,0.0
Annual Intruders 2.0,1631.0,7.0,0.0
Annwn: The Otherworld,47.0,4.0,0.0
Ano Hi Mita Hana no Namae wo Boku-tachi ha Mada Shiranai,63.0,3.0,0.0
Ano Ko wa Ore kara Hanarenai,41.0,1.0,0.0
Anode,37.166666666666664,3.3333333333333335,0.0
Anodyne,6804.75,81.0,0.0
Anodyne 2: Return to Dust,11987.333333333334,130.33333333333334,0.0
Anomalice,22.0,1.0,0.0
Anomalous,567.0,23.0,0.0
Anomalous Zone,339.0,2.0,0.0
Anomaly,2652.0,15.0,0.0
Anomaly 2,568.0,21.428571428571427,0.0
Anomaly Defenders,154.25,6.25,0.0
Anomaly Hunter,1210.0,6.0,0.0
Anomaly Korea,66.4,7.0,0.0
Anomaly Zone,274.0,17.5,0.0
Anomaly: Warzone Earth,242.0,16.428571428571427,0.0
Anomaly: Warzone Earth - Mobile Campaign,105.25,6.75,0.0
Anone DS,312.0,3.0,0.0
Anonymous Agony,3898.8333333333335,6.333333333333333,0.0
Anonymous ME,78.6,3.2,0.0
Anopek,62.0,5.0,0.0
Another Adventure,827.0,10.0,0.0
Another Apocalypse,1.0,0.0,0.0
Another Bible,135.4,3.4,0.0
Another Brick in the Mall,25784.714285714286,199.85714285714286,0.0
Another Case Solved,7.5,1.0,0.0
Another Castle,84.0,1.0,0.0
Another Century's Episode,260.6666666666667,1.6666666666666667,0.0
Another Century's Episode 2,433.42857142857144,5.142857142857143,0.0
Another Century's Episode 3: The Final,453.42857142857144,8.857142857142858,0.0
Another Century's Episode Portable,48.333333333333336,1.3333333333333333,0.0
Another Century's Episode: R,203.25,8.5,0.0
Another Code: R - A Journey into Lost Memories,282.14285714285717,9.285714285714286,0.0
Another Dawn,456.0,17.0,0.0
Another Eden,26948.6,261.2,0.4
Another Eden: The Cat Beyond Time and Space,103.0,8.0,0.0
Another Eye,101.0,2.0,0.0
Another FNaF Fangame: Open Source,1474.0,331.0,0.0
Another FPS Game,212.0,12.0,0.0
Another Farm Roguelike,9379.0,74.0,0.0
Another Hardcore Game,24.0,2.0,0.0
Another Lost Phone: Laura's Story,32343.6,86.8,0.0
Another Mind,109.5,2.0,0.0
Another Otter,4646.0,2.0,0.0
Another Perspective,3021.6,33.4,0.0
Another Princess is in our Castle,113.0,15.0,0.0
Another SameGame,14.75,2.0,0.0
Another Side,9820.0,4.0,0.0
Another Sight,1854.6,176.8,0.0
Another Sight: Hodge's Journey,13.0,2.0,0.0
Another Star,13.666666666666666,1.6666666666666667,0.0
Another Tomorrow,731.0,15.0,0.0
Another Try,262.6666666666667,17.666666666666668,0.0
Another War,114.33333333333333,2.6666666666666665,0.0
Another World,14436.444444444445,151.11111111111111,0.0
Another World/Flashback,16.0,4.0,0.0
Another World: 20th Anniversary Edition,719.0,15.0,0.0
Anoxemia,110.0,5.5,0.0
Anoyo: Zero,7.0,1.0,0.0
Anpanman no Waku Waku Game Oekaki,194.0,1.0,0.0
Anpanman to Touch de Wakuwaku Training,1.0,0.0,0.0
Anpfiff: Der RTL Fussball-Manager,100.0,2.3333333333333335,0.0
Anrufen Online,39.0,1.0,0.0
Ansatsu Kyoshitsu: Assassin Ikusei Keikaku!!,2.0,0.0,0.0
Ansatsu Kyoshitsu: Korosensei Daihouimou!!,83.66666666666667,6.333333333333333,0.0
Anstoss,5994.0,13.0,0.0
Anstoss 2005,1.0,0.0,0.0
Anstoss 3,32721.5,24.5,0.0
Anstoss Premier Manager,103.0,3.0,0.0
Anstoß 2,21.0,1.3333333333333333,0.0
Anstoß 3,2685.5,7.5,0.0
Anstoß 4,4.0,0.0,0.0
Answer Knot,1940.6666666666667,32.333333333333336,0.0
Answered Prayers,17418.5,8.0,0.0
Ant Attack,16.666666666666668,1.3333333333333333,0.0
Ant Colony,4.0,0.0,0.0
Ant Empire,27.0,2.0,0.0
Ant Nation,17.0,1.0,0.0
Ant Run,1.0,1.0,0.0
Ant Simulator 3D,2.0,0.0,0.0
Ant Smasher Pro by Best Cool & Fun Games,2.0,0.0,0.0
Ant Soldiers,9.0,1.0,0.0
Ant War Simulator - Ant Survival Game,103.33333333333333,2.0,0.0
Ant War: Domination,250.4,3.8,0.0
Ant game,464.0,16.0,0.0
Ant-gravity: Tiny's Adventure,560.0,2.5,0.0
AntMe!,1.0,0.0,0.0
AntQueen 3D,8.0,1.0,0.0
AntVentor,5663.4,52.2,0.0
AntWar.io,950.0,8.0,0.0
Antagonist,7.0,1.0,0.0
Antarctic Adventure,243.66666666666666,6.666666666666667,0.0
Antarctica 88,2051.0,126.5,0.0
Antares,1044.0,3.0,0.0
Antaria Online,88.0,10.333333333333334,0.0
Ante Mortem,136.0,1.0,0.0
Anteater,12.5,1.0,0.0
Antegods,876.0,6.0,0.0
Antenna,231.33333333333334,21.666666666666668,0.0
Antenna Dilemma,3968.0,2.0,0.0
AntharioN,95.5,3.25,0.0
Antheads: It Came from the Desert II,45.75,1.25,0.0
Anthelion,6.0,0.0,0.0
Anthem,2609475.6666666665,16188.0,15.5
Anthem Of Roses,3.0,1.0,0.0
Anthesis,7.0,0.0,0.0
Anthill,5.0,0.8333333333333334,0.0
Anthology of Fear,62167.0,249.0,0.0
Anthony's Essay,21.0,4.0,0.0
Anti Chess,47.333333333333336,3.6666666666666665,0.0
AntiKiller,726.5,0.5,0.0
Antichamber,89484.71428571429,935.0,0.0
Anticipation,1867.1666666666667,17.833333333333332,0.0
Antidote,1.0,0.0,0.0
Antigraviator,9679.666666666666,56.833333333333336,0.0
Antihero,34086.0,161.28571428571428,0.0
Antihorror,3896.2,14.0,0.0
Antimatter Dimensions,592.0,23.0,0.0
Antioch: Scarlet Bay,38329.5,87.0,0.0
Antiphona No Seikahime: Tenshi No Score Op.A,1.0,0.0,0.0
Antipole,11.0,0.5,0.0
Antipole DX,51.0,2.0,0.0
Antiprism,104.0,4.0,0.0
Antique Carnevale,0.0,0.0,0.0
Antique Road Trip 2: Homecoming,88.0,1.0,0.0
Antique Road Trip USA,5.0,1.0,0.0
Antique Shop,2.0,0.0,0.0
Antiquia Lost,59.0,8.666666666666666,0.0
Antisphere,80.0,4.0,0.0
Antisquad,39.5,1.25,0.0
Antistatic,9.666666666666666,2.0,0.0
Antiyoy,12.0,3.2,0.0
Antonball Deluxe,1341.0,41.0,0.0
Antonblast,2662.0,73.0,0.0
Antraxx,303.0,14.0,0.0
Antrum,803.0,2.0,0.0
Ants,2065.375,26.875,0.0
Ants Took My Eyeball,114.0,15.0,0.0
Antumbra,57.0,7.0,0.0
Anty,7.0,1.0,0.0
Antz,162.8,1.6,0.0
Antz Extreme Racing,313.42857142857144,4.857142857142857,0.0
Antz Racing,3.0,1.0,0.0
Antz World Sportz,5.0,1.0,0.0
Anubis II,247.125,4.0,0.0
Anuchard,1942.0,25.5,0.0
Anvil,1287.0,36.0,0.0
Anvil Awareness,20.0,2.0,0.0
Anvil Saga,26266.666666666668,213.66666666666666,0.0
Anvil of Dawn,3533.8333333333335,7.666666666666667,0.0
Anxiety,12162.0,19.0,0.0
Anxiety Treatment with Relaxation,688.0,24.0,0.0
Anxiety: Lost Night,156.0,24.0,0.0
Anyland,4172.0,19.6,0.0
Anyone for Cards?,47.0,5.857142857142857,0.0
Anyone's Diary,17.333333333333332,4.0,0.0
Anything For You,1459.5,327.0,0.0
Anytime Pool,7.0,1.6666666666666667,0.0
Anyway,102.0,13.0,0.0
Anyway!,182.0,16.5,0.0
AnywhereVR,12.0,2.0,0.0
Ao Oni,23933.714285714286,300.7142857142857,0.0
Ao Oni 2,494.0,5.25,0.0
Ao Oni 3,810.0,14.0,0.0
AoF Chess Club 2.0,839.0,1.0,0.0
Aoi Blink,46.5,1.5,0.0
Aoi Namida,1.0,0.0,0.0
Aoi Sora no Neosphere,266.0,1.0,0.0
Aoi Tori,203.0,1.0,0.0
Aoi Umi no Tristia,58.0,2.0,0.0
Aokana: Four Rhythms Across the Blue,3670.3333333333335,23.0,0.0
Aokana: Four Rhythms Across the Blue Extra1,1932.0,5.0,0.0
Aoki Densetsu Shoot!,3.0,1.0,0.0
Aooni Online 4,202.0,17.0,0.0
Aotearoa,8.0,2.0,0.0
Aozora Meikyuu,60.75,4.75,0.0
Aozora Under Girls!,18.0,2.0,0.0
Apache,303.25,2.0,0.0
Apache Air Assault,6.0,2.0,0.0
Apache Longbow Assault,4.5,1.5,0.0
Apache: Air Assault,39.4,6.0,0.0
Apartment,333.5,7.0,0.0
Apartment 213,966.0,2.6666666666666665,0.0
Apartment 327,7864.142857142857,17.571428571428573,0.0
Apartment 666,6249.5,37.5,0.0
Apartment Life to Cuck and Impregnate Neighboring Busty Married Women,4.5,0.5,0.0
Apathy: Narugami Gakuen Nana Fushigi,632.0,12.0,0.0
Apathy: Narugami Gakuen Toshi Densetsu Tantei Kyoku,17.0,1.0,0.0
Ape Academy 2,147.5,3.1666666666666665,0.0
Ape Escape,132541.0,613.625,0.0
Ape Escape (PSP),36.0,4.0,0.0
Ape Escape 2,50555.142857142855,703.2857142857143,0.0
Ape Escape 3,29288.714285714286,194.42857142857142,0.0
Ape Escape Academy,1071.6666666666667,12.333333333333334,0.0
Ape Escape Move,48.25,2.75,0.0
Ape Escape: Million Monkeys,146.57142857142858,6.0,0.0
Ape Escape: On the Loose,1496.2222222222222,24.555555555555557,0.0
Ape Escape: Pumped & Primed,379.8333333333333,12.833333333333334,0.0
Ape Escape: Pumped and Primed,191.0,16.0,0.0
Ape Quest,455.85714285714283,4.285714285714286,0.0
Ape-X,130.0,9.0,0.0
Apeiron,5.0,1.0,0.0
Aperion Cyberstorm,32.0,3.6666666666666665,0.0
Aperture Desk Job,136328.0,4891.0,0.0
Aperture Hand Lab,163.0,27.0,0.0
Aperture Tag: The Paint Gun Testing Initiative,1584.0,75.5,0.0
Apex,132076.66666666666,11840.0,5.333333333333333
Apex Arena,4463.0,294.5,0.0
Apex Construct,3048.8,244.0,0.0
Apex Legends,565205411.0,1571636.3333333333,4027.0
Apex Legends Mobile,1187874.0,58056.5,23.0
Apex Legends: Lifeline and Bloodhound Double Pack,12638.0,1211.0,0.0
Apex Legends: Pathfinder,38042.0,3124.0,1.0
Apez,52.0,3.0,0.0
Aphelion Episode Two: Wings of Omega,154.5,1.5,0.0
Apidya,122.33333333333333,1.6666666666666667,0.0
Apidya II,72.0,1.5,0.0
Apocalich,57.0,4.0,0.0
Apocalipsis,20943.833333333332,49.833333333333336,0.0
Apocalypse,3578.714285714286,44.0,0.0
Apocalypse Abyss,3.5,1.5,0.0
Apocalypse Cow,4.5,1.5,0.0
Apocalypse Gardening,27529.6,6.4,0.0
"Apocalypse Meow (Chapter One: ""Gatitos"" The Paws of Fate)",37.25,2.0,0.0
Apocalypse Rider,11.0,2.0,0.0
Apocalypse Zombie Race,13269.0,2.0,0.0
Apocalypse: Desire Next,12.5,1.0,0.0
Apocalypse: Floodgates,5873.0,5.0,0.0
Apocalypse: The Game,1.0,0.0,0.0
Apocalyptic Vibes,7768.0,33.0,0.0
Apocalyptica,8.6,0.8,0.0
Apocryph,93.6,14.0,0.0
Apocryph: an old-school shooter,843.0,5.0,0.0
Apokalypsis,44.0,1.0,0.0
Apollo 11,334.4,6.2,0.0
Apollo 11 VR,5964.333333333333,51.666666666666664,0.0
Apollo 11 VR HD,25.0,2.0,0.0
Apollo 13,2.0,0.0,0.0
Apollo 18,8.0,2.0,0.0
Apollo Justice: Ace Attorney,35796.142857142855,130.85714285714286,0.0
Apollo Justice: Turnabout Substitution,135.0,2.0,0.0
Apollo in Outer Space,2117.0,22.0,0.0
Apology Simulator,323.0,3.0,0.0
Aponasi Gals Olympos,1.0,0.0,0.0
Aporia: Beyond the Valley,18279.666666666668,102.33333333333333,0.0
Apothecarium: The Renaissance of Evil,23.333333333333332,1.3333333333333333,0.0
Apotheker,953.0,7.0,0.0
Apotheon,9968.875,232.75,0.0
Apotheon Arena,121.0,9.0,0.0
Apotheorasis: Lab of the Blind Gods,1172.0,39.0,0.0
AppPack,21.666666666666668,2.1666666666666665,0.0
Appare! Gateball,13.0,1.0,0.0
Apparition,66291.5,139.25,0.0
Appease the Spider,4891.0,1.0,0.0
Apple Bang!,23184.5,32.5,0.0
Apple Cider Spider,5.0,1.3333333333333333,0.0
Apple Grove Picking Games,118.0,11.0,0.0
Apple Hopper,6.0,1.0,0.0
Apple Jack,24.333333333333332,1.6666666666666667,0.0
Apple Jack 1&2,16.0,1.0,0.0
Apple Jack 2,111.75,2.0,0.0
Apple Jam,5.0,1.0,0.0
Apple Knight,464.0,128.0,0.0
Apple Panic,51.5,2.0,0.0
Apple Pie,107.0,2.75,0.0
Apple Pipe,2.0,1.0,0.0
Apple Slash,575.5,30.0,0.0
Apple Town Monogatari: Little Computer People,3.5,0.5,0.0
Apple Worm,754.3333333333334,8.333333333333334,0.0
Apples & Oranges,3.3333333333333335,1.3333333333333333,0.0
Apples to Apples,297.4,7.4,0.0
Appleseed EX,34.0,2.0,0.0
Appleseed: Prometheus no Shintaku,2.0,1.0,0.0
Applewood,564.0,13.0,0.0
Appli Archives: IDAC Escape Game Pack 1,63.0,2.0,0.0
Appointment With FEAR,407.2,2.6,0.0
Apprentice,22.0,3.5,0.0
Approaching Blocks,43.333333333333336,3.0,0.0
Approaching Infinity,116.75,3.5,0.0
April 7th,1257.5,0.8333333333333334,0.0
Apsulov: End of Gods,211526.0,819.3333333333334,0.0
Aptly Rolling,1023.0,3.5,0.0
Apventure to Atlantis,32.0,1.0,0.0
Aqua,370.3333333333333,4.333333333333333,0.0
Aqua Aqua,75.4,3.2,0.0
Aqua Boy,26.0,5.0,0.0
Aqua Bubble,3.0,1.0,0.0
Aqua Bubble 2,1.0,0.0,0.0
Aqua Fish,13.0,4.0,0.0
Aqua Kitty UDX,10.0,2.0,0.0
Aqua Kitty: Milk Mine Defender,215.66666666666666,16.833333333333332,0.0
Aqua Kitty: Milk Mine Defender DX,1.0,0.0,0.0
Aqua Lungers,41.0,4.0,0.0
Aqua Moto Racing Utopia,473.8333333333333,18.5,0.0
Aqua Panic!,34.75,1.5,0.0
Aqua Park Tycoon,10.0,1.0,0.0
Aqua Rally,2950.0,3.5,0.0
Aqua Rush,14.0,1.6666666666666667,0.0
Aqua TV,254.0,3.0,0.0
Aqua Teen Hunger Force Zombie Ninja Pro-Am,929.0,14.833333333333334,0.0
AquaLife,34.333333333333336,1.6666666666666667,0.0
AquaNimble,3.0,0.0,0.0
AquaNox,858.6666666666666,13.666666666666666,0.0
AquaNox 2: Revelation,116.66666666666667,9.5,0.0
AquaSpace,3.0,1.0,0.0
AquaZone: Life Simulator,3.5,0.0,0.0
Aquaculture Land,125.0,3.0,0.0
Aquaculture Land: Fish Farming Simulation,32.0,3.0,0.0
Aquadelic GT,4.0,1.0,0.0
Aquadine,286.5,17.0,0.0
Aquaman: Battle for Atlantis,615.7142857142857,16.857142857142858,0.0
Aquaman: War of the Water Worlds,14.0,2.0,0.0
Aquamarine,4511.0,67.5,0.0
Aquanaut's Holiday,17.5,1.0,0.0
Aquanaut's Holiday: Hidden Memories,114.5,2.0,0.0
Aquanoid,3.0,1.0,0.0
Aquanox: Deep Descent,1408.0,9.833333333333334,0.0
Aquapark.io,178.0,13.0,0.0
Aquapazza: Aquaplus Dream Match,1375.5714285714287,12.857142857142858,0.0
Aquaponics Life,14.0,3.0,0.0
Aquarelle,84.5,4.0,0.0
Aquaria,2944.285714285714,57.285714285714285,0.0
Aquarist,194556.0,611.0,0.0
Aquarist Simulator VR,144.0,5.0,0.0
Aquarist: My First Job,228.5,20.0,0.0
Aquarium,34507.28571428572,109.57142857142857,1.0
Aquarium Battle: Fish & Feed,1.0,0.0,0.0
